review,sentiment
This movie has everything typical horror movies lack. Although some things are far fetched we are dealing with quality snow man engineers. The only preview i can reveal is that i cant wait for Jackzilla. Dare i say oscar winner. This is a perfect date movie. I advise all men for a nice romantic surprise see this movie with that special person.,positive
"Having just seen Walt Disney's The Skeleton Dance on the Saturday Morning Blog as linked from YouTube, I used those same sources to watch a remake done in Technicolor for the Columbia cartoon unit and animated by the same man-Ub Iwerks. The colors, compared to the earlier black and white, are really used imaginatively here and many of the new gags-like when one of the skeletal band players hits a wrong note constantly or when one loses his head and takes another one's off or when one dances with the other with part of that other gone-are just as funny as the previous short. It does get a little repetitious near the end. Still, Skeleton Frolics is well worth seeing for any animation buff who wants to compare this with the earlier Silly Symphony.",positive
"The cast of this film contain some of New Zealander's better actors, many of who I have seen in fabulous roles, this film however fills me with a deep shame just to be from the same country as them. The fake American accents are the first clue that things are about to go spectacularly wrong. As another review rather astutely noted the luxury cruise ship is in fact an old car ferry, decorated with a few of the multi colour flags stolen from a used car lot. Most of the cast appear to be from the (great) long running New Zealand soap Shortland Street. It's as if this movie was dreamt up at a Shortland Street cast Christmas party, the result of too many gins, and possibly a bit of salmonella. Imagine ""Under Siege"" meets ""The Love Boat"", staged by your local primary school and directed by an autistic and you get the idea.<br /><br />If you are an actor, I recommend you see this film, as a study on how to destroy your carer.",negative
"Emily Watson and Tom Wilkinson together - what a treat! With Rupert Everett and Linda Bassett rounding off the supporting roles to the foursome of lies and intrigue. Yet at the heart of it all, each character maintains a streak of decency - moral conscience held up in spite of obvious contradictions. ""Contradictions are the source of all movement and of all life."" How true these words are. Watson's Anne Manning is at the core of this intrigue - she's the central conscience that the other three latched on. She is the decency undeterred. <br /><br />The circumstances of lies are to each its own: one to defend one's professional name; one to hold back due to family/partner pressure; one simply don't want to face the consequence; one ironically can't believe the truth and lies to save friendship. These are all precarious situations. There lies the intrigue - fascinating to watch how each tackles truth and lies. Contradictions, indeed. In spite of the seeming dishonor, decency and heart remain strong. <br /><br />The treatment of the subject involved and how each of the character behaves are masterfully delivered simple with clarity. It's not sensational or complex as another film ""Where the Truth Lies"" 2005. Credits due to Fellowes' writing and the nuanced performances of both Watson and Wilkinson. There is warmth somehow that comes through the seemingly boldface or frustratingly hidden lies. Beneath it all, human frailty not excluded, they meant well. And following along with the story, the turn of events provided satisfaction and smiles to how the two Manning's seem to have grown and matured in their relationship. <br /><br />You might say there's no obvious action drama or thrilling scenes in ""Separate Lies,"" yet the intrigue is there and it will hold your attention. The deserving production efforts include cinematography by Tony Pierce-Roberts (a veteran to the Merchant-Ivory films) and music by Stanislas Syrewicz, with mood and tone reminiscent of composer Zbignew Priesner (of filmmaker Krzysztof Kieslowski's Trois Couleurs, especially: Bleu 1993.) This is a British film you just might not want to miss. <br /><br />Emily Watson (Anne, the wife): Breaking the Waves 1996 debut; Hilary and Jackie 1998; The Luzhin Defence 2000; Gosford Park 2001; Punch-Drunk Love, Red Dragon, Equilibrium in 2002. <br /><br />Tom Wilkinson (James, the husband): The Full Monty 1997; The Governess, Rush Hour (as villain) in 1998; In the Bedroom 2001, Normal (HBO cable movie) 2003, Eternal Sunshine of the Spotless Mind 2004, recently as Father Moore in: The Exorcism of Emily Rose 2005 opposite Laura Linney. <br /><br />Rupert Everett (Bill): He is simply delightful in ""My Best Friend's Wedding"" 1997 opposite Julia Roberts and marvelous in ""An Ideal Husband"" 1999 d: Oliver Parker, an Oscar Wilde play. Recently as Sherlock Holmes with Ian Hart as Dr. Watson, in PBS Mystery: Sherlock Holmes and the Case of the Silk Stockings 2004 TV. <br /><br />Linda Bassett (Maggie): she was very effective as Ella Khan opposite Om Puri in ""East is East"" 1999.",positive
"I am amazed with some of the reviews of this film. The only place that seems to tell the truth is RottenTomatoes.com. This film is awful. The plot is extremely lazy. It is not scary either. People out there who think that because it stars Sarah Michelle Geller it is somehow like The Grudge should forget about it. This film is more like Dark Water, except it is even more predictable and slow moving than it. I was extremely disappointed with this film. It didn't scare me nor interest me either. Let's face it , this type of plot has been flogged to death at this stage e.g. the dead trying to contact the living - Dragonfly, What Lies Beneath, Ghost Story, Dark Water, Darkness, The Changeling etc.etc. It seems to me that the only ones writing original horror films nowadays are the Japanese and the Koreans. The films that are coming out of Hollywood, like this, are cynical exercises in money making without a shred of respect for the viewer. They're just being churned out",negative
"Angela (Sandra Bullock) is a computer expert but, being shy and somewhat of a recluse, she does all of her work from the confines of her condo. Just as she is about to take a vacation in Mexico, a co-worker sends her a computer disc with disturbing information on it. Angela agrees to meet with her fellow employee but he mysteriously dies in a plane crash. Angela heads to Mexico but takes the disc with her. While she is sunning on the beach, a terrific looking gentleman named Jack (Jeremy Northam) makes overtures to her. She falls for them and the two end up on a boat to Cozumel. However, Jack works for the folks who generated the secret information on the disc and he is out to get it. Even after Angela escapes from his clutches and lands back in the USA, Jack makes things difficult. He changes Angela's identity on every computer across the nation, making her lose her condo, her bank account, everything. Can Angela, a computer whiz, beat Jack at his own game? This very exciting movie has many assets. First, Bullock and Northam are two very beautiful, interesting actors and their presence adds immediate captivation. The script is very clever and sure in its knowledge of the capabilities of computers and their relevance in today's world. The costumes, sets, production, and direction of the movie are also quite wonderful. And, despite how it sounds, there is a great deal of exciting action as Angela goes on the run to defeat her enemy. If you love thrillers without unnecessary bloodshed or violence, this is a great choice. It delivers twists and turns with great frequency, making it possible for the viewer to ""net"" a very good evening of entertainment.",positive
"I rented the DVD in a video store, as an alternative to reading the report. But it's pretty much just more terror-tainment.<br /><br />While the film may present some info from the report in the drama, you're taking the word of the producers - there's no reference to the commission report anywhere in the film. Not one.<br /><br />The acting, all around, is pretty bad - pretty much all of the stereotypes of 'hot shot' bitchy foul mouthed government agents, each thinking they know more than everyone else. There may be some truth to it, but it really has a bad Hollywood stereotype smell to it.<br /><br />IMDb's user community ratings & comments tend to be more right than wrong, and I have started to glance at the ratings before renting whenever I can.<br /><br />I wish I had on this one.",negative
"Look, this is a low budget horror film that suffers from all of the problems that go with low budget movies. But you must see this just to watch Lisa Erickson as Julie. She is SMOKIN' hot and a great little actress to boot! These types of horror movies often unearth a rare gem and The Power gave us Lisa Erickson! Nothing I enjoy more than sitting down in my studio apartment with a Coke and putting in this film. My friends Bob, Bill and Dennis agree.. Lisa is not only brilliant, she is a hottie. The movie itself often plods along and the rest of the actors are not very helpful in that regard. But as soon as Lisa hits the screen, things really start hopping. The others are clearly not in her league. This is not the Exorcist but as I said, if you want to see a fun little movie with a hot little actress, this is the one to see!",positive
"It wasn't until I looked at the trivia section that I found out that the original producer/star of this movie Tyrone Power died during its making . This no doubt explains why everyone on screen seems to have their minds on other things , a symptom of which appears in a very early scene involving a battle that can only be described as pathetic . You know when you've been painting a wall until you're completely bored ? Well that's the sort of expression the combatants have on their face when they're swinging their swords in a highly unconvincing manner <br /><br />The plot centres on Soloman the King of Israel having an affair with the Queen of Sheeba and his people not being happy about it . You can't really blame them since there's few things more beautiful in the world than those Israeli moteks , though the Israeli women here all seem to look like Cherie Blair ! Modern day Israel is also very cosmopolitan with the majority of Israelis being born outside the country but would this have been true a couple of thousand years ago where everyone speaks in European and American accents <br /><br />After much talking and a dance sequence that has to be seen to be believed ( And no that's not praise ) we have a climax where the heavily outnumbered Israelis have to defend themselves against a massed Egyptian army who can't read a map otherwise they would have known there was a canyon in front of them . This is what I don't get - Even though their blinded by the sun the Egyptians spend ten minutes charging towards the Israelis never ever realising they're charging towards a gaping ravine ! Isn't this somewhat illogical ? It's also something of a revealing error since the horses , chariots and men falling into the canyon are obviously miniature figures <br /><br />Anyway the film ends with Soloman killing his treacherous brother and praising God for his victory . But who needs Moshe Dayan , Arik Sharon or God when you've got an idiotic enemy who can't see a ravine in front of him or waves a sword like he paints a wall ?",negative
"I am a huge Woody Allen fan and so when I saw that this was playing at the cinema I couldn't help myself. I wanted to see how Allen would follow up his magnificent film Match Point seeing as this is another one of his films shot in G.B. (which is unique among Allen's work) along with what seems to be his new muse Scarlett Johanson. Scoop is much lighter than MP and the humor is Scoop's most enjoyable aspect. The plot revolves around Johanson's character (a journalism student) who gets a tip on a hot story from beyond the grave. She falls in love with a suspected serial killer (Jackman) and she must decide whether the truth is worth finding. Oh and all of this is done with the help of a bumbling magician turned detective played by Allen.<br /><br />I must say that I thoroughly enjoyed Johanson's performance but I am a bit bias, I could watch a three hour film with Johanson in ever frame and remain enchanted. She plays a ditsy, yappy, bumbling sweetheart that is kind of a variation in a sense of Allen's stereotypical neurosis stricken character. She adds appropriate body language for comic effect. Needless to say almost anyone who sees this will find Johanson's character sickeningly cute and that is a plus.<br /><br />Allen is Allen... He is still playing the same character much like Chaplin and his Little Tramp character. Something that occur in this film makes me wonder if I will see the neurotic little hypochondriac again however. He is not in the cast of his next picture and has been spending more time exclusively behind the camera as of late...<br /><br />Jackman is also enjoyable as the suave, millionaire murder suspect. I cannot say that Jackman does anything in particular to make the role his but he suits his character none the less.<br /><br />In terms of the plot I cannot help but feel that this is fresh... In fact it stinks of Curse of the Jade Scorpion. Johanson and Allen are more detective-like than anything. However I must applaud Allen on his ending because it is a bit more clever than your typical unoutstanding Hollywood version of this film. Instead of everything being black and white, things are painted in shades of gray. Being entirely innocent has nothing to do with it nor does unequivocal guilt. Though the plot seemed old Woody still has a knack for one liners. I did find his allusions to his last film interesting... Come for the humor, laugh and be merry.<br /><br />Needless to say if you enjoy Allen's work watch it. If not watch something else...",positive
"I rented this film because of my interest in American history, and especially the somewhat weird story of the Mormons. This movie attempts to make some sense out of how Joseph Smith could turn his ""vision"" into a major world religion. It first focuses on the troubles the Mormons had in their settlement at Navuoo, Illinois. It portrays the trial of Joseph Smith. Within the course of that trial, Brigham Young stands up to tell of his conversion to Mormonism, and of his belief in the spiritual message of Smith. Then Smith is assassinated, and Young must deal with his own doubts about whether he has been chosen to lead the Mormons to a new land. Despite his grave doubts, he perseveres, and finally has a vision (that Utah is the place for his colony) that gives him confidence in the rightness of his leadership. Later, as crops are destroyed by crickets, he again doubts that he has truly been chosen--however, a miracle occurs, which cements his place in history.<br /><br />I found the performances to be moving, and the story to be convincing and interesting. I would love to know whether Mormons believe that this is an accurate portrayal. Polygamy is a part of the story, but the reasons why this is central to LDS are not raised. The issue is not emphasized.<br /><br />I'm sure people stay away from this movie because of its religious subject-matter, but it has a great cast and will hold your interest throughout.",positive
"1983's ""Frightmare"" is an odd little film. The director seems to be trying to combine the atmosphere of classic '30s/'40s style horror movies with the shock factor of the then-exploding '80s slasher genre. It isn't totally successful (mostly due to very obvious budgetary restraints, and the less-than-professional caliber of its cast of young actors) but it still has its moments, mostly due to the classy performance (classier than the movie deserves) by the late German actor Ferdinand Mayne, who plays an aging old time horror movie star (ala Vincent Price) named ""Conrad Ratzoff."" At the beginning of the movie we meet the has-been horror star as he's shooting a commercial for dentures and we quickly learn that ol' Conrad is a bit of a hoity-toity, prima donna jerk-off. Just when you think he couldn't be any more un-likable, the commercial director berates Conrad for blowing a take for the umpteenth time and the old goat pushes him off a balcony to his death. Nice, huh? Conrad then visits some fans at a college campus horror movie club, unfortunately he suffers a heart attack in the middle of his speech to them and eventually ends up back at his mansion waiting to die. Still feisty even at Death's door, he manages to do away with a despised business associate by smothering him with a pillow before he finally kicks the bucket himself. Conrad is then laid to rest in true Hollywood style in a high tech neon tomb with video screens above the casket, which will play personal video messages from Conrad himself for visitors who enter to pay their respects.<br /><br />It is at this point that the kids from the college Horror Movie Society decide to pay Conrad's grave an after hours visit, breaking into the tomb and taking his body back home with them for an all night party. (Not exactly my idea of fun, but hey, these are characters in an '80s horror film. Logic has no place here.) The college kids spend the evening having dinner with Conrad's body seated in a place of honor, posing for photos with it and even dancing around the room with it, before parking Conrad and his coffin in the attic, planning to return him to his crypt in the morning. In the meantime, Mrs. Ratzoff, distraught over the theft of her husband's body, has called in a psychic friend to try and ""reach"" Conrad through a seance. You can pretty much figure out the rest from here. Since Conrad wasn't a very nice guy in life, it's not much of a stretch to assume that he won't be any friendlier in death. Psychic Lady makes contact with Conrad and he re-awakens in predictably ticked off fashion, then spends the rest of the movie strolling around the corridors of the students' ridiculously huge house, picking off the young grave robbers one by one. This is where the movie falls apart. Endless scenes of teens wandering around empty hallways saying ""Hello? Is anyone there?"" are intercut with occasional bursts of violence (we do get a pretty gnarly decapitation scene, which is the highlight of the movie) before the last two survivors finally figure out (WAY later than any semi-intelligent people would have figured out the same thing...but again, we're in an '80s horror film!) that the only way to stop the mayhem is to get Conrad's body back to its crypt where it belongs. The sluggish pacing is padded out with a lot of weird lighting and dry ice fog effects backed by a soundtrack made up almost entirely of sound effects rather than music(thunder, moans and groans, howls, etc.) that becomes severely annoying after a while.<br /><br />I can't really recommend ""Frightmare"" to anyone who didn't grow up watching cheap movies like this on late night cable back in the '80s. ""Modern Horror"" fans will doubtlessly find ""Frightmare"" incredibly slow moving and goofy. If you came of age in that magical decade, however, you may get a blast of nostalgia from ""Frightmare."" Fans of Jeffrey (""Re-Animator"") Combs may also want to check it out, as the future Dr. West appears in an early role here as one of the unlucky film students.<br /><br />I will advise the reader to avoid the version of this film on the EastWestDVD label (paired with Roy Ward's ""Vault of Horror"" and sold at dollar stores) because the print quality is terrible. I'm told the film has gotten a deluxe release via the fine folks at Troma, which seems appropriate. If you're a Troma kind of person then ""Frightmare"" will be right up your alley.",negative
"People watch movies for a variety of different reasons. This movie didn't have the big budget, there's no special effects, no car chases and there's no explosions. Actually reality doesn't have much of these either. At least not in my life. <br /><br />This is a very real movie about very real people, none of them perfect in any way but together they are put into a situation where they learn to explore and accept what is different and that in turn makes order out of chaos. I am not prepared to limit the possibility of parapsychology, since I'm neither an expert nor use the full extent of my own brain.<br /><br />So watch this movie for the characters. It is brim-full of a whole cast of wonderful quirky folk. <br /><br />Within the first three minutes Kiefer Sutherland enacts Detective Michael Hayden's life superbly and he keeps developing the character throughout the movie. Excellent acting, very believable. <br /><br />Henry Czerny could not have been cast better and the rapport between his 'Harvey' and Kiefer's 'Mickey' enhances the oppositeness of their characters.<br /><br />I thoroughly enjoyed the cranky landlady, 'Mrs Ramsay', I'm sure she and my mother-in-law are good friends!!!<br /><br />There's a host more of these wonderful characters but space is limited here so watch the movie and enjoy them.",positive
"I think that you can not imagine how these people really work...!! Before I came to the studios to watch the guys work there, I actually thought quite the same as you do. But since I saw and did the work the guys on that TV-show have to do, I have to say that they really do deserve respect for what they are doing all day long. That really is no easy work. And also the actors, which in your eyes may be terribly bad, are really great people and a lot of them really can act! I don't think that the material given to them can really show that, as I think this material isn't very good. But THEY are truly good! So I don't think that you, before you haven't seen these guys doing there work, can judge over them! And I shouldn't have judged over them as well before I met them, but I did and am now terribly ashamed of it. So please, do not allow yourself to judge over these great people unless you haven't seen them doing there job.",negative
"As usual, I am making a mad dash to see the movies I haven't watched yet in anticipation of the Oscars. I was really looking forward to seeing this movie as it seemed to be right up my alley. I can not for the life of me understand why this movie has gotten the buzz it has. There is no story!! A group of guys meander around Iraq. One day they are here diffusing a bomb. Tomorrow they are tooling around the countryside, by themselves no less and start taking sniper fire. No wait here they are back in Bagdad. There is no cohesive story at all. The three main characters are so overly characterized that they are mere caricatures. By that I mean, we have the sweet kid who is afraid of dying. We have the hardened military man who is practical and just wants to get back safe. And then we have the daredevil cowboy who doesn't follow the rules but has a soft spot for the precocious little Iraqi boy trying to sell soldiers DVDs. What do you think is going to happen??? Well, do you think the cowboy soldier who doesn't follow rules is going to get the sweet kid injured with his renegade ways?? Why yes! Do you think the Iraqi kid that cowboy soldier has a soft spot for is going to get killed and make him go crazy? Why yes! There is no story here. The script is juvenile and predictable! The camera is shaken around a lot to make it look ""artsy"". And for all of you who think this is such a great war picture, go rent ""Full Metal Jacket"", ""Deerhunter"" or ""Platoon"". Don't waste time or money on this boring movie!",negative
"A group of friends break down in the middle of nowhere (one had a flat tire, the other's Jeep mysteriously won't start). One of them takes the tire to a run down service station and that is the last anyone sees of him. When the remaining foursome go in search of their friend, they come across nice Mr. Slaussen who offers to help fix the jeep and offers cool drinks and refuge from the heat in his equally run down, hermit-like house, which happens to be occupied by very realistic looking mannequins. He goes with the one guy in the bunch out to work on the car and leaves the 3 girls in the house. Before he goes he warns them not to leave and go up to the house behind his shack; he warns them about ""Davy"", his brother who is lurking about and isn't all there. Of course, one of them decides to venture out in search of a working phone and is never seen again. Is it Slaussen? Is it Davy? The mannequins?? Tourist Trap has the usual horror requirements (jiggly big boobed girl, goody two shoes girl, curiosity getting the better of people and never working out!), but it stands apart from the rest of the 70's genre in it's twist of an ending. I started to feel sorry for Slaussen (Chuck Conners is a terrific, creepy, over-the-top performance)at a point in the film, and you almost see the character of Molly doing the same. This is a gem if you can find it; I had taped it off of cable when I was younger, and walking through a used video store I spotted a VHS copy that was totally overpriced, but well worth it. Fans of Tanya Roberts won't be disappointed either. Best part of the film for me was the scene with the soup (and crackers!!)<br /><br />I gave it a 7 because some of the movie was and still is hard to explain.",positive
"Most Lorne Michaels films seem to fail because they're essentially just extended versions of skits that barely managed to make people laugh in five-minute segments. ""Tommy Boy"" is a character right from ""SNL"" - a big fat lovable (in their opinion) goof who doesn't know anything.<br /><br />David Spade gets the Thankless Overwhelmed Everyman role. He's paired with the Annoying Overweight Slob and they endure Miserable Misfortunes as they travel cross country to Save Daddy's Business.<br /><br />The plot, for starters, is really faulty. The whole premise - daddy dies and rich stupid son has to save the family biz - can be traced back to just about any movie you want. Like any SNL style film it is reduced to a simple motivation - empty, shallow; just a reason to see a fat guy and a thin guy be ""funny"" together.<br /><br />The movie's biggest ""influence"" is the 1987 comedy classic ""Planes, Trains & Automobiles."" That movie is great because the plot isn't stale and recycled. It's basic, yeah - a guy traveling home for Thanksgiving gets stuck with a slob. But it's real, dammit. It makes all the difference. The characters are real, the situations are far more real. ""Tommy Boy"" is pure slapstick and its ridiculous situations undermine the characters - we feel nothing for them, and we don't care about what's happening on-screen. ""PTA"" walked the careful line between outrageous and utterly believable and relate-able - ""Tommy Boy"" is simply absurd, with jokes like a simple deer-in-the-headlights turning into a crash turning into a struggle with a dead deer that really isn't dead, then awakens and wrecks their car.<br /><br />The whole wrecked car thing is stolen completely from ""PTA"" and it's eerie how much stuff in this film actually does resemble the Steve Martin/John Candy movie.<br /><br />Farley is simply way too obnoxious to find likable - I've never enjoyed watching him in any movies and this hasn't changed my mind. Spade's given very little to do, serving as the movie's most thankless character.<br /><br />Dan Aykroyd is wasted as the Evil Baddie who plans to destroy Daddy's Business. The ending is a joke, and not in a ""har-har funny"" way. More like a ""oh god are they serious?!"" way.<br /><br />Some people dig it, that's cool. But I just can't get into it, nor do I appreciate all the stuff it ""borrows"" from - not just counting ""PT&A"" - without any credit whatsoever.",negative
"Having read during many years about how great this film was, how it established Ruiz among the french critics (specially the snobbish Cahiers crowd), when I finally watched it about a year ago, I found it pretty disappointing (but then, I guess my expectations were sky-high). Shot in saturated black and white, this deliberately cerebral film (made for TV, and mercifully, only an hour long) is told in the form of a conversation between an art connoisseur and an off-screen narrator as they ponder through a series of paintings (which are shown in the style of tableaux vivants) and try to find if they hold some clues about a hidden political crime. (The awful Kate Beckinsale film Uncovered has a similar argument). Borgesian is a word I read a lot in reviews about this movie, but I would say almost any Borges story is more interesting than this film.",negative
"Many teenage sex comedy movies come and go without much fanfare, however, every so often a movie might come along thats honest, funny, entertaining AND memorable. The Last American Virgin is a special movie that has found its place and has stood the test of time blending all four ingredients. This film follows three friends (Gary, Rick and David ""The Big Apple"") misadventures into the world of first-time sex and true love. Along the way they learn hard lessons and the value of true friendship. We follow hopeless romantic Gary (The main character) on his quest to win over the girl of his dreams which leads him down an uncertain road with a surprise twist at it's ending. If you haven't been lucky enough to see this movie yet, by all means take a look...sprinkled with many memorable 80s songs throughout the movie to keep things moving at an even pace. L.A.V. truly is an original film, a rarity among films of it's genre.",positive
"I loved this show from it's first airing, and I always looked forward to watching each episode every week. The plot, characters, writing, special affects were outstanding! Then the sci-fi channel screwed up yet again and canceled a very entertaining, well written show. I say bring it back, I know all of the actors would come back. I would suggest buying the DVD's, I am. I hope the sci-fi channels executives get word of these comments, and realize that they need to be more involved with their viewers. I only watch one show on that channel now, (Ghost Hunters), but I am fairly sure that shortly they will cancel that too.",positive
"I didn't know what to except so I think it was a lot better not having excepted much. Don't get my wrong its not a bad short film. Tess Nanavati is a relatively new directer and writer so I think she deserves a lot of kudos for making this film. You can tell that it has been an act of love for her. The acting (outside of Dominic) is a little cheesy and the quality of film is not great either but for a really low budget film its good. There was times when the story line gets convoluted and there are parts that drag on, though I don't feel it greatly detracts for one's ability to understand the film. If you love Dominic Monaghan as much as I do, I say go for it. The gag reel was fun, I won't spoil it but there is a particular scene that makes buying the DVD worth it just so you can watch it over and over. If you like the film then check out The Pink Mirror, a film also done by Jagged Edge. I know fans of Dominic will enjoy this little piece of heaven.",positive
"Did the first travesty actually make money? This is another sequel (along the lines of ANOTHER STAKEOUT) that no one asked for. But we've received it anyway. The sequel is like its predecessor, completely brain-dead. It's also pretty disgusting (remember the dinner scene?) To think I almost felt sorry for Ritter, Yasbeck, and Warden. Did they need the money that much?",negative
"I was never so bored in my life. Hours of pretentious, self-obsessed heroin-addicted basket cases lounging around whining about their problems. It's like watching lizards molt. Even the sex scenes will induce a serious case of narcolepsy. If you have insomnia, rent this.",negative
"This movie is awesome on so many levels... and none of them are the level that it was intended to be awesome on.<br /><br />Just remember this: When you're watching Shaun of the Dead and other recent zombie movies... be they good or bad... THIS is the formula that they are using. THIS is what makes zombie movies so great.<br /><br />And what makes it BETTER than great is the story behind the movie. A simple web search will provide you with everything you need to know.<br /><br />All in all, it doesn't linger. There's never a point where you think to yourself ""c'mon, get on with it""... it moves quick and corners nicely. This is the sporty, little Italian number of zombie flicks.<br /><br />So awful, it's wonderful! If your tongue spends an ample amount of time in your cheek... rent it, buy it, love it.<br /><br />As a great trivia note: If you're watching it on DVD, you'll notice that there is sound effects during the menu screen, underneath the musical score... Well... that's because that music was lifted straight from the trailer... which is probably the only working print of that music that still exists which is long enough to loop.",positive
"The Ladies Man is laugh out loud funny, with a great diverse cast as well as having some very stupid but excellent scenes (including the funniest love song ever written).<br /><br />Ferrell is his usual quality self in a brilliant side role.<br /><br />Tim Meadows plays an idiot surprisingly well and has written himself some of the funniest lines you'll find in any comedy out there.<br /><br />It is definitely worth a purchase as watching it every 6 months or so will lead to you still laughing as hard as you did first time round.<br /><br />I am distraught to think at the time of writing this that it has a meagre 4.7 /10 and i urge you to vote! <br /><br />And remember kids- ""Theres more motion in the ocean""",positive
"when i first heard about this movie i thought it would be like The Duchess(2008), but when i saw the first 30 minutes of The Young Victoria i knew this wouldn't just be a solid movie. Almost everything in this movie is great, the costumes are really amazing and the settings are also beautifully shot.<br /><br />The only thing that really let me down are the performances. Emily Blunt(The Devil Wears Prada) is the star of the film, bringing Victoria to life and with this movie she shows that she is a great actress and maybe picking a first Oscar nomination for her performance. Rupert Friend is almost bland as Prince Albert but he has great chemistry with Emily Blunt. Paul Bettany is also solid as Lord Melbourne although i expected more of him. Jim Broadbent and Miranda Richardson both have supporting roles but are forgettable.<br /><br />To me the film feels like unfinished. Maybe that the screenwriters changed too many things in the script, i don't know but that's how i feel about the movie.<br /><br />But overall it's a great movie about the early years of Victoria with a Great performance from Emily Blunt.",positive
"A flying saucer manned (literally) by a crew of about 20 male space explorers travels hundreds of millions of light years from earth to check in on a colony founded some 25 years ago on a 'forbidden planet.' What they find is a robot more advanced than anything imaginable on earth, a beautiful and totally socially inept young woman, and her father, a hermit philologist haunted by more than the demons of the ancient civilization he has immersed himself in.<br /><br />On the surface, this story is a pulp scifi murder mystery. Some compare it to Shakespeare's Tempest, but this is a stretch, and, in some ways, an insult to the scifi genre. Stripped of what makes it a scifi film, sure, its The Tempest, but how many hundreds of films can you say something similar about? <br /><br />Underneath, this is a cautionary tale about progress and technology and the social evolution necessary for its appropriate and safe use. Yet the film still proceeds with all the hopefulness for our future that we have come to expect from shows like Star Trek.<br /><br />Anne Francis is not the only reason why this film is best described as beautiful. The special effects, and even the aesthetics of the backdrops are powerful enough to make the uninspired directing and uneven acting almost unnoticeable. If it were not for the goofy retro-art-deco-ness of 1950s sci-fi props, you might think you were watching a 1960s piece.<br /><br />This is a classic of that very special sub-genre of sci fi I like to call 1950s sci-fi, and, though not, in my opinion, the best it is certainly a must see for anybody interested in sci-fi film and special effects. The clever plot, now rendered trite by its reuse in six or seven episodes of Star Trek, Lost in Space, and even Farscape, is worth paying attention to, and will sustain the interest of most scifi fans. Trekkers will be particularly interested in the various aspects of the film which seem to have inspired themes of Star Trek's original series aired about 12 years later, though they may find themselves disappointed by the (relatively mild) 1950s sexism and the lack of any kind of racial integration. While I do not mean to nitpick, the lack of social progress manifest in this film was the one major problem I had with it. <br /><br />Some will probably see this film simply to catch a glimpse of young, good-looking Leslie Nielsen in one of his first starring roles. Unfortunately, Nielsen's performance is only average, and at times down-right poor (especially at the climax of the film). Walter Pigeon, though quite excellent in other films, over-acts his role as well. Ms Francis, Earl Holliman, and the amazing Robby the Robot are the stand-out actors in this crowd, though on the whole the character actors filling in the ensemble do a good job. The problems with the featured performances, I think, are as much the fault of the director and the editor, as anything. Though they certainly got most of the film quite right.",positive
"I just saw this film on DVD last night, and decided to check out the reviews this morning. It seems that ""I, Robot"" has polarized the critical viewing community here on IMDb (and given rise to a lot of insults and name-calling, too).<br /><br />I find this somewhat surprising, as this film is not great (or even good), but neither is it terrible (or even really bad). What this film really is, is...depressing. Depressing that the US film-goer population is so ready to lap up insipid, clichéd re-heats, and acclaim them as spectacular new works. This film as ""retread"" written all over it, from the plot line (an uneasy mix of Asimov and modern-day uber-action) to Smith's character (a smart-mouthed cynic with a backbone of titanium), to the special effects (that borrowed from Matrix and a few others).<br /><br />""I, Robot"" is, sadly, quite possibly the perfect action movie for today's audience: superficial plot, insipidly snappy dialog, and lots and lots of adrenaline. Smith is mediocre, but we already knew that (he seems to be Hollywood's latest unsuccessful attempt to create a black Bruce Willis). The story has lots of holes in it, of all sizes, but I don't think most people drawn to this film are critically-minded enough to notice. Perhaps a blockbuster by today's standards, but very B-movie compared to true winners.",negative
"This was a fine example of how an interesting film can be made without using big stars and big effects. Just tell a true story about the struggles of two African American women over a turbulent century.<br /><br />This movie challenges us all to look at our own personal prejudices and see that people are people, not white, black, etc.<br /><br />Good movie with a good message.",positive
"I have bought the complete season of Surface. watched it in 3 days! I was so captured by the the plot, theories and basically everything about this show. The actor who plays Miles is great. Mile's sister, mother and father acted like real life family would. You could connect on so many levels it's fascinating.<br /><br />I find animals are so wonderful, you can almost connect with them as a parent is to a child. It would be something if a creature of this sort of nature truly exists.<br /><br />Am sadden, that Surface is not having a second season or at least four more shows. I have so many questions that need to be answered and hopefully maybe they will create more or maybe in a book.<br /><br />Love the show very much. For those who haven't watched Surface, if you like sci-fi you need to watch this!!!!!!!!!!!!!",positive
"This must have been one of the worst movies I have ever seen.<br /><br />I have to disagree with another commenter, who said the special effects were okay. I found them pretty bad: it just wasn't realistic and they were so fake that it just distracted from the actual story.<br /><br />Maybe that distraction is the reason that I did not fully understand the story. The archaeologists are looking for ""the set"". They do not bother to tell what set, or what is so special about it. That also makes it unclear why they search for it in California, while the intro of the movie takes place in ancient Egypt.<br /><br />If you're shooting a movie that takes place in the desert, take the effort to actually go to the desert. The beginning - the ancient ceremony - looks like it was shot inside a studio instead of a desert.<br /><br />The action-level was constant throughout the movie, no ups and downs, no climax. It made the movie look short, and that's certainly a pro for this particular movie.",negative
